,camis,inspection_date,dba,score_y,street
1406,50088181,2019-04-15,PRONTO PIZZA,12.0,QUEENS BLVD
1407,50017020,2019-04-15,ORA DI PASTA,12.0,W 58TH ST
1408,50087117,2019-04-15,DELL'ANIMA,5.0,11TH AVE
1409,40365632,2019-04-15,J&V FAMOUS PIZZA,5.0,18 AVENUE
1410,41422458,2019-04-12,PROVINI CAFE,12.0,8 AVENUE
1411,41353929,2019-04-12,PIZZARAMA,9.0,FRANCIS LEWIS BOULEVARD
1412,50004570,2019-04-12,PIZZA HUT,5.0,SUTPHIN BLVD
1413,41387010,2019-04-12,SARAGHINA RESTAURANT,4.0,HALSEY STREET
1414,41701184,2019-04-11,LITTLE CAESARS,12.0,SOUTHERN BOULEVARD
1415,50044430,2019-04-11,JOJO PIZZA #2,10.0,E 180TH ST
1418,50060710,2019-04-11,MARIE'S,7.0,HYATT ST
1419,50087110,2019-04-11,PAPA JOHN'S PIZZA,6.0,METROPOLITAN AVE
1420,40743421,2019-04-11,DOMINO'S,12.0,MERRICK BOULEVARD
1421,50089352,2019-04-11,TOM'S PIZZA,2.0,JAMAICA AVE
1423,50045360,2019-04-11,LITTLE CAESARS,10.0,SUTTER AVE
1424,41704965,2019-04-11,PIZZA HUT,12.0,WESTCHESTER AVENUE
1425,40687209,2019-04-11,VIA QUADRONNO,2.0,EAST   73 STREET
1426,40715785,2019-04-11,PIZZA HUT,4.0,QUEENS BOULEVARD
1427,50077959,2019-04-11,PERCY'S PIZZA,3.0,BLEECKER ST
1428,41637665,2019-04-11,TONY'S FAMOUS PIZZA,12.0,FULTON STREET
1430,41405150,2019-04-11,ALLORA ITALIAN KITCHEN & BAR,8.0,26 AVENUE
1431,50017189,2019-04-11,THE SQUARE ON ANNADALE,11.0,ANNADALE RD
1432,50086010,2019-04-10,GIULIA'S CUCINA & DESSERTS,2.0,BAY RIDGE PKWY
1433,50067735,2019-04-10,JOEY PEPPERONI PIZZA,12.0,BROADWAY
1434,41685527,2019-04-10,CAMPAGNA QUATTRO GATTI,12.0,EAST   81 STREET
1435,40945123,2019-04-10,FRANK'S PIZZA,10.0,EAST TREMONT AVENUE
1436,50086948,2019-04-10,ARTISTIC PIZZA,7.0,W 3RD ST
1437,41204942,2019-04-10,CACIO E VINO,14.0,2 AVENUE
1438,41369411,2019-04-10,FRANK'S PIZZA ITALIA,2.0,CASTLE HILL AVE
1439,41431222,2019-04-10,ANGELINA'S RISTORANTE,11.0,MAIN STREET
1440,50015186,2019-04-10,CAMPAGNOLA RESTAURANT,16.0,1ST AVE
1441,50035038,2019-04-10,DIVIERA DRIVE,7.0,BERRY ST
1442,50072526,2019-04-10,PANINO RUSTICO OF STATEN ISLAND,13.0,RICHMOND RD
1443,41319232,2019-04-10,SALUGGI'S,7.0,CHURCH STREET
1444,50086699,2019-04-10,AROMA TRATTORIA,7.0,8TH AVE
1445,41361120,2019-04-10,SOFIA PIZZA RESTAURANT,12.0,CONEY ISLAND AVENUE
1446,50088556,2019-04-09,Singas Famous Pizza,2.0,KISSENA BLVD
1447,41067996,2019-04-09,DINO'S PIZZA,9.0,MOSHOLU AVENUE
1448,40823884,2019-04-09,MADISON'S,7.0,RIVERDALE AVENUE
1449,50070865,2019-04-09,SENSO UNICO,12.0,47TH AVE
1450,50018322,2019-04-09,PAPA JOHN'S,2.0,45TH AVE
1451,40755548,2019-04-08,CIRCLE PIZZERIA,11.0,HUGH GRANT CIRCLE
1452,50046895,2019-04-08,AVERE RISTORANTE,12.0,DUFFIELD ST
1453,50056268,2019-04-08,PESCATORE,13.0,2ND AVE
1455,50047475,2019-04-08,SAPORI,9.0,MULBERRY ST
1456,40386747,2019-04-08,ARNO RISTORANTE,9.0,WEST   38 STREET
1458,50042398,2019-04-05,HAVE & MEYER CHATTERIA,12.0,HAVEMEYER ST
1460,50086791,2019-04-05,MAX RESTAURANT,12.0,W BROADWAY
1461,41538121,2019-04-05,SLICE & CO. BRICK OVEN PIZZA,3.0,6 AVENUE
1462,40876078,2019-04-05,CIPRIANI DOLCI,12.0,GRAND CENTRAL TERMINAL
1463,50073660,2019-04-04,3 BROS 99C PIZZA,8.0,W FORDHAM RD
1464,50063522,2019-04-04,CECCONI'S,13.0,WATER ST
1465,41589950,2019-04-04,BARBONCINO,18.0,FRANKLIN AVENUE
1466,50073929,2019-04-04,LA BELLEZZA,7.0,E 49TH ST
1467,50058564,2019-04-04,DREAMERS PIZZA,7.0,3RD AVE
1468,41646195,2019-04-04,BAROLO EAST,12.0,EAST 49TH STREET
1469,41130819,2019-04-04,TARALLUCCI E VINO,13.0,EAST 18 STREET
1470,40608702,2019-04-04,BRIOSO RISTORANTE,13.0,NEW DORP LANE
1471,50001048,2019-04-04,99 CENTS BEST & FRESH PIZZA,12.0,WEST 27 STREET
1472,41561022,2019-04-03,99 CENTS FRESH HOT PIZZA,8.0,WILLOUGHBY STREET
1473,50088021,2019-04-03,LITTLE ROMA PIZZA,9.0,2ND AVE
1474,41698218,2019-04-03,BUSTAN,7.0,AMSTERDAM AVENUE
1475,41476416,2019-04-03,MILK AND ROSES,8.0,MANHATTAN AVENUE
1476,50016847,2019-04-03,SAN GENNARO,2.0,ARTHUR AVE
1477,41638854,2019-04-03,ANTONIO'S PIZZERIA,11.0,COURT STREET
1478,50064167,2019-04-03,PIATTO D'ORO,2.0,E 109TH ST
1479,50067297,2019-04-03,GERBASI RESTAURANT,9.0,ARTHUR AVE
1480,40705438,2019-04-03,EMILIA'S RESTAURANT,8.0,ARTHUR AVE
1481,50018140,2019-04-03,SENZA GLUTEN,5.0,SULLIVAN ST
1482,40715826,2019-04-03,PIZZA HUT,3.0,MYRTLE AVE
1483,40391857,2019-04-02,LA STRADA RESTAURANT,2.0,NEW DORP LANE
1484,50067022,2019-04-02,SOLA PASTA BAR,3.0,W BROADWAY
1485,50068323,2019-04-02,LITTLE FORNO,10.0,BAY RIDGE AVE
1486,50043795,2019-04-02,NEW FRESH PIZZA,13.0,CHURCH AVE
1487,50007663,2019-04-02,DELUCA'S ITALIAN RESTAURANT,12.0,AMBOY RD
1488,50066444,2019-04-02,FORCELLA FRIED PIZZA,3.0,ALBEE SQUARE W
1489,41130591,2019-04-02,DAVID PIZZERIA,13.0,FORT HAMILTON PARKWAY
1490,50088062,2019-04-02,TOMMY'S PIZZA & RESTAURANT,8.0,LIBERTY AVE
1491,50075843,2019-04-02,DOMINO'S,7.0,RICHMOND AVE
1492,40624458,2019-04-02,PRIMO AMORE,5.0,FRANCIS LEWIS BOULEVARD
1493,41207574,2019-04-02,NICA TRATTORIA,7.0,EAST   84 STREET
1494,40821884,2019-04-02,GINO'S PIZZA,9.0,KISSENA BOULEVARD
1495,50014906,2019-04-01,5 STAR CHEESE STEAK AND PIZZA,11.0,1ST AVE
1497,41232102,2019-04-01,CHUCK E. CHEESE'S,8.0,ST NICHOLAS AVENUE
1498,40949724,2019-04-01,DOMINO'S,9.0,BEACH   20 STREET
1499,50075195,2019-04-01,CHAMPION PIZZA,7.0,BROADWAY
1500,40578124,2019-04-01,IL POSTINO,10.0,EAST   49 STREET
1501,50086955,2019-04-01,Mario's Pizza,7.0,65TH ST
1503,41591488,2019-04-01,ACQUA RESTAURANT,10.0,PECK SLIP
1504,50086279,2019-04-01,BETTOLA,13.0,AMSTERDAM AVE
1505,41671572,2019-04-01,LEFRAK PIZZA,4.0,57 AVENUE
1506,40677193,2019-04-01,BIG JONS PIZZA & RESTAURANT,13.0,JAMAICA AVENUE
1507,40747050,2019-04-01,SAMARIA PIZZA,7.0,BROADWAY
1508,50046427,2019-04-01,2 BROS PIZZA,12.0,6TH AVE
1509,41399663,2019-04-01,BENNY'S,10.0,AVENUE J
1510,50065316,2019-04-01,& PIZZA,13.0,W 28TH ST
1511,50050745,2019-03-30,FAUN,13.0,VANDERBILT AVE
1512,41650724,2019-03-30,AITA RESTAURANT/MAYFLOWER,12.0,GREENE AVENUE
1513,50055371,2019-03-30,BROCCOLINO SMITH STREET,19.0,SMITH ST
1514,40697681,2019-03-30,VICE VERSA,13.0,WEST   51 STREET
1515,50051873,2019-03-29,BELLA PIZZA,10.0,SPRINGFIELD BLVD
1516,41428965,2019-03-29,IGGY'S PIZZERIA,9.0,1 AVENUE
1517,41543097,2019-03-29,RUBBY PIZZERIA RESTAURANT,10.0,10 AVENUE
1518,50074976,2019-03-29,PG PIZZA,9.0,MORRIS AVE
1520,50018226,2019-03-29,ARMONDO'S ITALIAN RESTAURANT,10.0,NORTHERN BLVD
1521,50055405,2019-03-29,ITALIENNE,5.0,W 24TH ST
1522,50082931,2019-03-28,IL MELOGRANO,11.0,W 51ST ST
1523,50011906,2019-03-28,BROADWAY JOE'S PIZZA,7.0,BROADWAY
1524,40383147,2019-03-28,IL TOSCANO RISTORANTE,10.0,235 STREET
1525,50007618,2019-03-28,GRAN MORSI,10.0,WARREN ST
1527,41632471,2019-03-28,GIOVANNIS BROOKLYN EATS,11.0,8 AVENUE
1528,40662141,2019-03-28,J AND D PIZZA,3.0,63 ROAD
1529,41546871,2019-03-28,GOODFELLA'S,13.0,VICTORY BOULEVARD
1530,41346158,2019-03-28,CASA NINO,13.0,ARTHUR KILL ROAD
1532,41703517,2019-03-28,PIZZA HUT,4.0,WESTCHESTER AVENUE
1533,50088153,2019-03-28,FUMO,13.0,BROADWAY
1534,50069772,2019-03-28,BELLA PIZZA,13.0,W FORDHAM RD
1535,40922420,2019-03-27,GIORGIONE,12.0,SPRING STREET
1536,40395921,2019-03-27,GOLDEN PIZZA,9.0,EAST  138 STREET
1537,41532612,2019-03-27,LUNA ROSSA,10.0,EAST   85 STREET
1538,40746892,2019-03-27,DOMINO'S,3.0,SMITH STREET
1540,40675977,2019-03-27,OSTERIA SERAFINA,9.0,EAST   58 STREET
1541,50065555,2019-03-27,FIVE STAR PIZZA & BURGERS,10.0,E GUN HILL RD
1542,40849380,2019-03-27,AQUAMARINA,11.0,BROADWAY
1543,40803444,2019-03-27,MANOR HOUSE RESTAURANT,9.0,MANOR ROAD
1545,41641008,2019-03-26,PAPA JOHN'S,2.0,HYLAN BOULEVARD
1546,50012217,2019-03-26,ARMANDO'S PIZZA,12.0,BROADWAY
1547,41645548,2019-03-26,ZIOTOTO RESTAURANTE & BAR,2.0,PAGE AVENUE
1548,41640757,2019-03-26,GINA LA FORNARINA,8.0,EAST   91 STREET
1549,41406973,2019-03-26,EURO PIZZA,4.0,EAST  169 STREET
1550,41551620,2019-03-26,VAPIANO,9.0,UNIVERSITY PLACE
1551,41304897,2019-03-26,BAR TANO,7.0,THRID AVENUE
1552,40743000,2019-03-26,DOMINO'S,5.0,EAST TREMONT AVENUE
1553,40513633,2019-03-26,ARTE CAFE,7.0,WEST   73 STREET
1554,50067153,2019-03-26,PAPA JOHN'S PIZZA,10.0,MERRICK BLVD
1556,50014329,2019-03-25,CAFFE DEI FIORI RISTORANTE,12.0,LEXINGTON AVE
1557,50058321,2019-03-25,SUMA PIZZA,10.0,E 161ST ST
1558,50088759,2019-03-25,BLEECKER SREET PIZZA,10.0,7TH AVE S
1559,50047139,2019-03-25,SOTTOCASA PIZZERIA,9.0,LENOX AVE
1560,50077481,2019-03-25,ROB AND TONY'S PIZZA,9.0,GRAND AVE
1561,50010994,2019-03-25,Via Vai,11.0,23RD AVE
1562,40879347,2019-03-25,DOMINO'S,12.0,NORTHERN BOULEVARD
1563,41401513,2019-03-25,GINO'S PIZZA,9.0,BROADWAY
1564,40700724,2019-03-22,SCALINI FEDELI,27.0,DUANE STREET
1565,50070989,2019-03-22,LA PECORA BIANCA,7.0,2ND AVE
1566,40566489,2019-03-22,PIZZA HUT,2.0,7 AVENUE
1567,41667793,2019-03-22,NUOVO FIORE,13.0,GRAND STREET
1568,50074781,2019-03-21,99 CENTS MEGA PIZZA,9.0,LEXINGTON AVE
1569,50073554,2019-03-21,SCARPETTA,7.0,E 29TH ST
1570,41037278,2019-03-21,FIGAROLA PIZZERIA,2.0,1 AVENUE
1571,50088778,2019-03-21,Sergimmo Salumeria,12.0,14TH AVE
1572,50088554,2019-03-21,SFOGLIA RESTAURANT,10.0,LEXINGTON AVE
1573,50086354,2019-03-21,SALUMERIA ANTICHI SAPORI,12.0,ASTORIA BLVD
1575,40866322,2019-03-21,DOMINO'S,2.0,EAST  167 STREET
1576,50072425,2019-03-21,99 CENTS PIZZA & FRIES,9.0,LEXINGTON AVE
1577,50077397,2019-03-21,PAPA JOHNS,8.0,ROCKAWAY BLVD
1579,41385377,2019-03-21,PICCOLO SOGNO PEZZERIA-TRATTORIA,7.0,47 AVENUE
1580,40837605,2019-03-21,BRICK OVEN PIZZA 33,12.0,EAST   33 STREET
1581,50087619,2019-03-21,UPSIDE PIZZA,7.0,W 39TH ST
1582,40364668,2019-03-21,MARCHIS RESTAURANT,12.0,EAST   31 STREET
1583,40979852,2019-03-20,L'ITALIANO TRATTORIA,12.0,HORACE HARDING EXPRESSWAY
1584,41569094,2019-03-20,TRATTORIA CERBONE,10.0,FRESH POND ROAD
1585,41477434,2019-03-20,LITTLE CAESARS,13.0,WEST MOUNT EDEN AVENUE
1586,40745618,2019-03-20,MIKE'S PIZZA,13.0,MYRTLE AVENUE
1587,50086277,2019-03-20,99¢ FRESH PIZZA,10.0,2ND AVE
1588,40395865,2019-03-20,PIZZA NOSH,7.0,NOSTRAND AVENUE
1589,50000228,2019-03-20,ENZO'S RESTAURANT,13.0,WILLIAMSBRIDGE ROAD
1590,50000207,2019-03-20,QUALITY ITALIAN STEAKHOUSE,7.0,WEST 57 STREET
1591,41705867,2019-03-20,PIZZA NOVA,7.0,DYCKMAN STREET
1592,41151982,2019-03-19,ANTONUCCI,11.0,EAST 81 STREET
1593,41505165,2019-03-19,WINE BAR & RISTORANTE,12.0,2 AVENUE
1594,41018252,2019-03-19,COLES DOCK SIDE RESTAURANT,8.0,CLEVELAND AVENUE
1595,40826271,2019-03-19,FRONT STREET PIZZA,9.0,FRONT STREET
1597,40941045,2019-03-19,MARIO'S RESTAURANT,10.0,ARTHUR AVENUE
1598,50063226,2019-03-19,D'AMORE WINEBAR & RISTORANTE,8.0,E 116TH ST
1599,50000703,2019-03-19,PATRIZIA'S OF BROOKLYN,13.0,AMBOY ROAD
1600,50077051,2019-03-19,UNA PIZZA,10.0,ORCHARD ST
1601,50059739,2019-03-19,SALVATORE'S NY PIZZA,10.0,E 183RD ST
1602,40742996,2019-03-19,DOMINO'S,5.0,PITKIN AVENUE
1603,50001877,2019-03-19,RIZZO FINE PIZZA,13.0,CLINTON STREET
1604,41598286,2019-03-19,TAVERNA DI BACCO,11.0,LUDLOW STREET
1606,41704670,2019-03-18,AMICI PIZZERIA,5.0,AMBOY ROAD
1607,41579368,2019-03-18,DYCKMAN PALACE PIZZA,12.0,DYCKMAN STREET
1608,50033970,2019-03-18,DOMINO'S,8.0,METROPOLITAN AVE
1609,50072003,2019-03-18,FAUSTO,9.0,FLATBUSH AVE
1610,40397626,2019-03-18,JENTANA'S PIZZA,7.0,FT HAMILTON PARKWAY
1611,40756020,2019-03-18,LA GROTTA RISTORANTE,11.0,NORTHERN BOULEVARD
1612,50068014,2019-03-16,CAMILLO,9.0,NOSTRAND AVE
1613,41569547,2019-03-15,DOMINO'S,3.0,WHITE PLAINS ROAD
1614,40391695,2019-03-15,ORSO,12.0,WEST   46 STREET
1615,50088262,2019-03-14,BIG CHEESE PIZZA,7.0,E 170TH ST
1616,40945328,2019-03-14,TONY'S PIZZA SPOT,7.0,DEKALB AVENUE
1617,41630950,2019-03-14,CITY LINE PIZZA & PASTA,9.0,LIBERTY AVENUE
1618,41461860,2019-03-14,LEX RESTAURANT,7.0,LEXINGTON AVENUE
1619,50018111,2019-03-14,BROOKLYN BITES,11.0,NOSTRAND AVE
1620,41572440,2019-03-14,THE LOFT AT ARIANA'S GRAND,8.0,ARTHUR KILL ROAD
1621,41377069,2019-03-14,CATALDO'S RESTAURANT,7.0,VANDERBILT AVENUE
1622,40970385,2019-03-14,SOFIA,5.0,3 AVENUE
1623,41674167,2019-03-14,FRANKS PIZZA,7.0,FLATLANDS AVENUE
1624,50075536,2019-03-13,AVANTI PIZZA,13.0,RICHMOND AVE
1625,50045175,2019-03-13,TAPAS ITALIANO,10.0,ARTHUR AVE
1626,50061282,2019-03-13,BELLINI,7.0,COLUMBUS AVE
1627,41700017,2019-03-13,LITTLE CAESARS,7.0,ROOSEVELT AVENUE
1628,40399422,2019-03-13,PIZZA CHEF,12.0,CROSS ISLAND PARKWAY
1629,41657280,2019-03-13,AENOS PIZZA,9.0,BOSTON ROAD
1630,41585567,2019-03-13,PAPPARDELLA,2.0,COLUMBUS AVENUE
1631,50008767,2019-03-13,MR. PIZZA,12.0,RICHMOND AVE
1632,41638553,2019-03-12,BRICIOLA,10.0,WEST   51 STREET
1633,40925478,2019-03-12,BELLA VIA,13.0,VERNON BOULEVARD
1634,41123837,2019-03-12,DOMINO'S,10.0,QUEENS BOULEVARD
1635,41022989,2019-03-12,MULBERRY STREET BAR,7.0,MULBERRY STREET
1636,50068649,2019-03-12,BROOKLYN HOMESLICE PIZZERIA,13.0,VANDERBILT AVE
1637,41086673,2019-03-12,AMORINA,10.0,VANDERBILT AVENUE
1638,50086592,2019-03-12,PASTA BY HUDSON,7.0,S 8 avenue
1639,50018697,2019-03-12,LEXINGTON PIZZA PARLOR,9.0,LEXINGTON AVE
1640,50075839,2019-03-12,DOMINO'S,11.0,HYLAN BLVD
1641,50088201,2019-03-11,LODUCA PIZZA,7.0,NEWKIRK PLZ
1642,41231342,2019-03-11,ANTHONY & JOE'S PIZZA,13.0,SOUTHERN BOULEVARD
1643,41679882,2019-03-11,GREEN OLIVE PIZZA,2.0,UNION TPKE
1644,50016745,2019-03-11,PAPA JOHN'S,9.0,HOLLIS AVE
1645,50047231,2019-03-11,EMILIA'S PIZZERIA,12.0,28TH AVE
1646,41437033,2019-03-11,KING'S PIZZA,9.0,EAST   16 STREET
1647,41009780,2019-03-11,BELLEROSE FAMOUS PIZZA,7.0,MAIN STREET
1648,50067979,2019-03-11,TONY PEPPERONI,9.0,18TH AVE
1649,41387793,2019-03-11,PAOLA'S,9.0,MADISON AVENUE
1650,50082409,2019-03-11,CRUST NYC,8.0,47TH AVE
1651,50045361,2019-03-11,LITTLE CAESARS,9.0,E 98TH ST
1652,41655272,2019-03-08,PAPI'S PIZZERIA,11.0,ST NICHOLAS AVENUE
1653,40423571,2019-03-08,ARTUSO PASTRY SHOP,2.0,EAST  187 STREET
1654,50067734,2019-03-08,JOEY PEPPERONI PIZZA,10.0,2ND AVE
1655,50073176,2019-03-08,PIZZA GRILL CAFE,12.0,CANAL ST
1656,40865180,2019-03-07,PIZZA HUT,8.0,PENN PLAZA
1657,50084991,2019-03-07,KRAZY PIZZA AND WINGS,12.0,BROADWAY
1658,40544813,2019-03-07,BENNY'S FAMOUS PIZZA,12.0,13 AVENUE
1660,41591687,2019-03-07,PIZZARTE,9.0,WEST   55 STREET
1661,41615121,2019-03-07,LITTLE CAESARS,9.0,FULTON STREET
1662,40618281,2019-03-07,PASQUALE'S RIGOLETTO RESTAURANT,12.0,ARTHUR AVENUE
1663,41132242,2019-03-07,DOMINO'S,9.0,NEREID AVENUE
1664,41643622,2019-03-07,PEPPINOS PIZZA,12.0,WHITE PLAINS ROAD
1665,40551093,2019-03-06,GINO'S PIZZA,11.0,FLATBUSH AVENUE
1666,41686184,2019-03-06,OLI 99¢ FRESH PIZZA,12.0,EAST BURNSIDE AVENUE
1667,40918997,2019-03-06,FAMOUS RAY'S PIZZA,2.0,7 AVENUE
1668,41017916,2019-03-06,AIRWAYS PIZZA & GYRO RESTAURANT,11.0,ASTORIA BOULEVARD
1669,41462894,2019-03-06,"YUMMY FRIED CHICKEN, PIZZA & GRILL",12.0,HILLSIDE AVENUE
1670,41296368,2019-03-06,IL PASSATORE,21.0,BUSHWICK AVENUE
1671,40385873,2019-03-06,RAY'S PIZZA,13.0,7 AVENUE
1672,50044049,2019-03-06,DA RAFFAELE,9.0,1ST AVE
1673,50012181,2019-03-06,TWO BROTHERS PIZZA,12.0,BUHRE AVE
1674,40399911,2019-03-05,LENNY'S PIZZA,9.0,86 STREET
1675,41464310,2019-03-05,VILLA PARADISIO,10.0,GREAVES LANE
1676,41276122,2019-03-05,KING PIZZA,13.0,FULTON STREET
1677,40389175,2019-03-05,ROYAL PIZZA,7.0,PENNSYLVANIA AVENUE
1678,41394975,2019-03-05,LA FONTANA,12.0,AMBOY ROAD
1679,50058548,2019-03-05,PINO'S PIZZERIA,12.0,ROSSVILLE AVE
1680,50004569,2019-03-05,PIZZA HUT,4.0,FLATLANDS AVE
1681,40544948,2019-03-05,ALBA'S PIZZA,5.0,DITMARS BOULEVARD
1682,40376495,2019-03-05,MARCO POLO RISTORANTE,9.0,COURT STREET
1684,50047191,2019-03-04,NATALIE'S PIZZA,13.0,PARSONS BLVD
1685,40866297,2019-03-04,DOMINO'S,13.0,RALPH AVENUE
1686,40742989,2019-03-04,DOMINO'S,3.0,4 AVENUE
1687,50075218,2019-03-04,NUMERO 28,13.0,70TH RD
1688,50058953,2019-03-04,DOMINO'S,10.0,AMSTERDAM AVE
1689,41112524,2019-03-04,ADRIENNE'S PIZZA BAR,12.0,STONE STREET
1690,40367570,2019-03-02,NI-NI'S CAFE,6.0,NEW DORP LANE
1691,40751449,2019-03-01,LITTLE ITALY PIZZA,10.0,5 AVENUE
1692,50070626,2019-03-01,LILLO,8.0,HENRY ST
1693,40385693,2019-03-01,SALUMERIA BEILLESE/ BIRICCHINO REST,12.0,8 AVENUE
1694,50000732,2019-03-01,LOWER EAST SIDE PIZZA,11.0,EAST BROADWAY
1695,50076899,2019-02-28,JAMAICA POOLS AND PIZZA,51.0,JAMAICA AVE
1696,41544844,2019-02-28,MANGIA,12.0,WEST   57 STREET
1697,40915451,2019-02-28,DA NOI RESTAURANT,13.0,VICTORY BOULEVARD
1698,40511645,2019-02-28,RESTIVO RISTORANTE,11.0,7 AVENUE
1699,50008935,2019-02-28,ARCHIES,9.0,CENTRAL AVE
1700,50014677,2019-02-27,B -SIDE,2.0,W 51ST ST
1701,40366002,2019-02-27,MARGHERITA PIZZA,9.0,JAMAICA AVENUE
1702,41689247,2019-02-27,THE BEST PIZZA,7.0,9 AVENUE
1703,40375929,2019-02-27,VILLA FIORITA,9.0,18 AVENUE
1704,40933602,2019-02-27,PIZZA PETE'S,12.0,COLUMBUS AVENUE
1705,50058493,2019-02-27,NEW YORK SAL'S PIZZERIA,10.0,10TH AVE
1706,40380422,2019-02-27,CARLOS PIZZA,8.0,METROPOLITAN AVENUE
1707,50064329,2019-02-27,ROSA'S PIZZA,8.0,21ST ST
1708,50086294,2019-02-27,BELLA NOTTE,9.0,JOHNSON AVE
1710,40677036,2019-02-26,LE ZIE TRATTORIA,8.0,7 AVENUE
1711,50087314,2019-02-26,SAUCE PIZZERIA,4.0,RIVINGTON ST
1712,41490544,2019-02-26,BAR PITTI,11.0,6 AVENUE
1713,41388629,2019-02-26,CAPIZZI,11.0,9 AVENUE
1714,41158998,2019-02-26,NEW YANKEE SK PIZZA,4.0,WESTCHESTER AVENUE
1715,41145521,2019-02-26,PIZZA BELLA,12.0,BROADWAY
1716,40669648,2019-02-26,J & S PIZZA,9.0,MERRICK BOULEVARD
1717,50064946,2019-02-26,RAVIOLO,65.0,7TH AVE S
1718,40369418,2019-02-26,CAFFE REGGIO,8.0,MAC DOUGAL STREET
1720,40861103,2019-02-26,MARIO'S PIZZA,10.0,FRANCIS LEWIS BOULEVARD
1721,50000030,2019-02-25,VILLAGE MARIA,24.0,AMBOY ROAD
1722,41303456,2019-02-25,BICE,6.0,AVENUE OF THE AMERICAS
1723,41351706,2019-02-25,JIMMY'S TRATTORIA,11.0,BELL BOULEVARD
1724,50070867,2019-02-25,PANZEROTTI BITES,7.0,SMITH ST
1725,50016488,2019-02-25,DA CLAUDIO,9.0,ANN ST
1726,50087044,2019-02-25,CHESKA'S,10.0,GREAT JONES ST
1728,40548426,2019-02-25,SPOLINI'S,12.0,METROPOLITAN AVENUE
1729,40399174,2019-02-25,GIGINO TRATTORIA,12.0,GREENWICH STREET
1730,50060943,2019-02-23,L'INDUSTRIE PIZZERIA,7.0,S 2ND ST
1731,50082359,2019-02-22,EMMY SQUARED,23.0,1ST AVE
1732,50003763,2019-02-22,UNCLE JIMMY'S PIZZA,12.0,49TH ST
1733,50072475,2019-02-22,VENICE,11.0,E 149TH ST
1734,50050958,2019-02-22,MISIRIZZI,26.0,E 4TH ST
1735,50035244,2019-02-21,MAMO RESTAURANT,10.0,W BROADWAY
1736,50033742,2019-02-21,WHOLESOME GARDEN PIZZA,12.0,BROADWAY
1737,50003314,2019-02-21,DANTE'S PIZZA,6.0,METROPOLITAN AVE
1738,41074629,2019-02-21,DOMINO'S,3.0,EAST TREMONT AVENUE
1739,41610164,2019-02-21,IL BUCO ALIMENTARIVINERIA,12.0,GREAT JONES STREET
1740,40749096,2019-02-21,B SQUARED NYC,10.0,9 AVENUE
1741,50085183,2019-02-21,ANTHONY'S PIZZA,12.0,MORRIS PARK AVE
1742,50044208,2019-02-21,CAFE ALTRO PARADISO,15.0,SPRING ST
1743,40368555,2019-02-21,IL CORTILE RESTAURANT,12.0,MULBERRY STREET
1745,40759586,2019-02-21,CAFFE BUON GUSTO,2.0,EAST   77 STREET
1746,50045660,2019-02-21,DOMINO'S,5.0,ROCKAWAY PKWY
1747,50047472,2019-02-21,FUMO RESTAURANT,12.0,AMSTERDAM AVE
1748,41508258,2019-02-20,BELLA MAMA ROSE,9.0,MORNINGSTAR ROAD
1749,41319437,2019-02-20,IL CORSO RISTORANTE ITALIANO,13.0,WEST   55 STREET
1750,41003717,2019-02-20,KINGDOM PIZZA,3.0,AMBOY ROAD
1751,40743432,2019-02-20,DOMINO'S,10.0,QUEENS BOULEVARD
1752,41649471,2019-02-20,PIZZA PRINCE,4.0,NASSAU AVENUE
1753,41385083,2019-02-19,KOSHER PIZZA TIME,9.0,AVENUE J
1754,50041754,2019-02-19,CAFE VIVA,10.0,BROADWAY
1755,41372259,2019-02-19,ANN & TONY'S RESTAURANT,12.0,ARTHUR AVENUE
1756,41363896,2019-02-19,MARIO'S PIZZA,12.0,EAST GUN HILL ROAD
1757,50070940,2019-02-19,PAPA JOHN'S PIZZA SW HARLEM,12.0,AMSTERDAM AVE
1758,40814430,2019-02-19,BAD BOYS PIZZA,11.0,86 STREET
1759,50046323,2019-02-19,VINNIE'S PIZZERIA,13.0,2ND AVE
1760,40395110,2019-02-19,PRIMA PASTA & CAFE,8.0,CROSSBAY BOULEVARD
1761,50070437,2019-02-19,& PIZZA,13.0,BROADWAY
1762,40716193,2019-02-19,PIZZA HUT,9.0,ATLANTIC AVE
1763,50086817,2019-02-15,FAMOUS NEW YORK PIZZA,10.0,JERSEY ST
1764,50034850,2019-02-15,LOOKING GLASS,36.0,BROADWAY
1766,41721252,2019-02-15,SANT AMBROEUS,4.0,LAFAYETTE STREET
1767,50078713,2019-02-15,DOMINO'S PIZZA,5.0,COLUMBUS AVE
1769,41607653,2019-02-14,OBICA MOZZARELLA BAR,12.0,MADISON AVENUE
1770,50070312,2019-02-14,LOUIE & ERNIE'S,12.0,CROSBY AVE
1771,41350310,2019-02-14,MAMMA'S FAMOUS PIZZA & BURGERS,7.0,BROADWAY
1772,40741630,2019-02-14,SUSIE'S PIES,2.0,GRAND CONCOURSE
1773,40373462,2019-02-14,VILLA BERULIA,9.0,EAST   34 STREET
1774,50075214,2019-02-14,PICCOLO PINOS PIZZERIA,12.0,PORT RICHMOND AVE
1775,40578252,2019-02-14,OSTERIA LAGUNA,5.0,EAST   42 STREET
